Clickable Link,Identifier,Title,DateCreated,ProjectType,Availability,Abstract,FullTextUrl,ProjectCenter_x,Location_x,Creator,Advisors_x,Sponsor,Date,ProjectCenter_y,Location_y,SubjectTerms,Link,Advisors_y,Initials,Notes,LinkToSummary,Goal,Stakeholders,Impact,Headline,Follow-up,Category
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/00C008I/00C008I.pdf,00C008I,An Analysis of the effectiveness of bridging of fundamental courses in the first year,1/1/2000,IQP,Restricted,"The ""bridging model"" is a new teaching model developed to help students make connections between basic mathematics and science concepts learned in early courses and the utility of those concepts in the students' major disciplines. This study assessed the effectiveness of the ""bridging model"" based on students' performance in courses and change in students' attitudes towards engineering and science. The Tukey statistical test of the difference of the means for multiple populations was used to conduct our analysis on both the course performance and attitudinal survey data. Student performance was assessed by comparison of exam and final course grade data from courses taught first without and then with bridging. The analysis of the bridge from Calculus III to Introduction to Programming in C shows that students who were bridged performed significantly better on exams in the bridged-to courses in the bridged year. The results of the bridge from Calculus III to Chemistry III showed no significant increase in student performance. The Linear Algebra bridge to students' majors demonstrated significant improvements in students' performance on the final exam. The data shows no significant decline in performance of the students in any population. The students' attitudes were assessed using the Pittsburgh Engineering Attitude Survey. The survey was administered to students before the fall semester and after the spring semester of the freshman year to assess attitude changes after a year of coursework which may have included bridging. The survey results demonstrated increases in bridged students' self-confidence in their problem solving and basic engineering  knowledge and skills. Bridged female students showed a positive change in their impression of engineering. Non-bridged students did not show any significant attitude change. We believe that our results demonstrate that the bridging model is a viable and worthwhile format for course development. The format seems to offer students a way to learn material more in depth without detracting from their learning. It also seems to have a positive effect on students' attitude towards engineering and in no case does bridging detract significantly.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/00C008I/00C008I.pdf,,"Worcester, Massachusetts","Shaw, Matthew L.| Grabowski, Matthew William","Goulet, John A.| Miller, Judith E.",,Jan-00,On-Campus,WPI,Science--Study and teaching | Project method in teaching,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4873&context=iqp-all,"Miller, Judith E. | Goulet, John A.",CS,"More focused on students overall, but did mention some results by gender",https://docs.google.com/document/d/1u9Jlu7ygi6Yj4RSxD1DI1kg08odafYU6RP8NZW7aM9E/edit?usp=sharing,"To assess the effectiveness of the ""bridging model"" based on students' performance in courses and change in students' attitudes towards engineering and science","WPI students, WPI professors","The survey results demonstrated increases in bridged students' self-confidence in their problem solving abilities, and basic engineering knowledge and skills",Gender components of the bridging model,,Education at WPI
http://www.wpi.edu/Pubs/E-project/Available/E-project-073118-115008/unrestricted/An_Investigation_of_Linguistic_Complexity__by_Sex_and_Minority_Status_Under_Stress.pdf,E-project-073118-115008,An Investigation of Linguistic Complexity by Sex and Minority Status Under Stress,7/31/2018,IQP,unrestricted,"Is the speech between men, women and minorities different under stress? Moreover, are these differences also found between speaking and self-reported experiences? The present study investigated these differences in two studies: an in-person stress task with a  verbal social stress task, and an online self-reported task, with not evaluation and non-verbal responses. We were interested in what insights these differences may provide for student experiences under stress (common at a college level) and for specific identity related cognitions including one?s status, sense of authenticity and belonging, and affective and cognitive events. There was evidence of speech differences by sex but not by minority status.",http://www.wpi.edu/Pubs/E-project/Available/E-project-073118-115008/unrestricted/An_Investigation_of_Linguistic_Complexity__by_Sex_and_Minority_Status_Under_Stress.pdf,,"Worcester, Massachusetts","Atoofi, Arman| Sadiq, Hammad M.","Skorinko, Jeanine L. | O'Brien, Kymberlee",,7/31/2018,On-Campus,"Worcester, MA",Minorities | Women--Social conditions,http://www.wpi.edu/Pubs/E-project/Available/E-project-073118-115008/unrestricted/An_Investigation_of_Linguistic_Complexity__by_Sex_and_Minority_Status_Under_Stress.pdf,"Skorinko, Jeanine L. | O'Brien, Kymberlee",CS,,https://docs.google.com/document/d/1il0lmwBTUmuHnSAqo6VmYGN9LhOW9WZ7AXbORO47XhI/edit?usp=sharing,"To determine if the speech between men, women, and minorities is different under stress; to determine if these differences are found between speaking and self-reported experiences",WPI students,"Content words- females higher in categories of friend, female, sexual, archive, and reward; males higher in clout and words per second","How stress affects speech between women, men, and minorities",,Education (at WPI)
http://www.wpi.edu/Pubs/E-project/Available/E-project-081116-152754/unrestricted/Report-2.pdf,E-project-081116-152754,Art Culture and Fractal Dimension,8/11/2016,IQP,restricted,"The objective of this project was to quantify the relationship between art and culture through the computation of fractal dimensions of major artworks. To this end, we computed the fractal dimensions of the masterpieces from the East and West and also explored the difference between male and female painters. We found out that the fractal dimension of these paintings is correlated closely with the artist career and the prevailing culture.",http://www.wpi.edu/Pubs/E-project/Available/E-project-081116-152754/unrestricted/Report-2.pdf,,"Worcester, Massachusetts","Shen, Weizhe","Humi, Mayer",,8/8/2016,On-Campus,"Worcester, MA",Mathematical models,https://web.wpi.edu/Pubs/E-project/Available/E-project-081116-152754/unrestricted/Report-2.pdf,"Humi, Mayer",AN,explores difference between male and female painters; only one aspect of report,https://docs.google.com/document/d/1qj5EC1cfhNXkaPKQ8cQmCyg7f_QHFuI9w1JOOcxAD-Y/edit?usp=sharing,To explore the relationships between fractal dimension and aesthetic painting analysis,,Fractal dimension of these paintings is correlated closely with the artist career and the prevailing culture,Gender differences in art culture and fractal dimension,,Cultural
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/05E009I.pdf,05E009I,Aspirations of young women in Worcester's private schools.,1/1/2005,IQP,Restricted,"The City Manager's Advisory Committee on the Status of Women (ACSW) recruited a WPI project team to gather information regarding the career aspirations of the City of Worcester's youth. A gender-comparative study was then conducted by two student teams which administered the same two-page survey to the public and private/ charter junior year high school students in order to compare the sexes in terms of their interests, concerns and activities related to their career aspirations. This is the report on the private/charter high school students. A statistical analysis produced results that show that Worcester students appear to be making little to no substantial progress towards gender equality and the public-private school differences are not as large as expected. In addition, the Catholic schools surveyed are lagging behind to a greater extent in this area of social change. There are more marked differences in aspirations by sex in those particular high schools than in the others.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/05E009I.pdf,,"Worcester, Massachusetts","Croteau, Katie I.| Boudreau, Michelle M.","Wilkes, John M. | Tomazewski, Elizabeth",City Manager's Advisory Committee on the Status of Women (ACSW),1/1/2005,On-Campus,"Worcester, MA",Women--Social conditions|Women -- Education -- Science,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/05E009I.pdf,"Wilkes, John M. | Tomazewski, Elizabeth",CS,,https://docs.google.com/document/d/15e8kiUtgGNFnx-hJ44taTO1sZuSg4q-tbgfjub_VN0I/edit?usp=sharing,To determine if the next generation of Worcester was moving towards gender equity,"Worcester City Manager, Worcester students","Not many differences between career aspirations of students in private/charter schools when compared with public schools overall; more females in public schools aspiring to careers in business, medical practice, and law, which are typically male-dominated; more students in private/charter schools interested in college than students in public schools; no correlation between ethnicity and future plans in private/charter schools; more ethnic students had career reservations because people of their gender either did not go into that field or they thought college was too difficult; Catholic schools were far more gender stereotypical in all but two areas",,,Education
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/00E013I.pdf,00E013I,Attracting and retaining women in ECE.,1/1/2000,IQP,Restricted,"WPI's Electrical and Computer Engineering program has traditionally maintained a low percentage of female undergraduates. Factors responsible for this underrepresentation are isolation consequent to male dominance, limited portrayal of ECE rewards, low self-confidence and failure to establish ECE interest among women. Featured in this project are research, methods, results and final recommendations. Realistic solutions are based on closing analysis; they include increasing ECE awareness, modifying academic advisor assignment procedure, using tour guides to effectively promote ECE, and increasing female faculty.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/00E013I.pdf,,"Worcester, Massachusetts","Morris, David Wayne| McClay, James Michael","Nicoletti, Denise W.",,1/1/2000,On-Campus,WPI,Women in engineering | Women engineers--Education,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/00E013I.pdf,"Nicoletti, Denise W.",CS,,https://docs.google.com/document/d/1op1HOBrsRw-YcKYhSj-spt0tRDxuwZzwo5ZOs7R9ezs/edit?usp=sharing,Examine underrepresentation of women in ECE and why it is a problem; determine if changing or creating the department?s marketing strategies will have a positive impact on women who choose ECE as a major,"ECE students, ECE department, WPI as an organization","In order to increase the number of females enrolled in ECE, tour guides should convey general information when outside Atwater Kent,
information packages targeted at young women should be developed, undeclared majors should be assigned academic advisors in ECE, and the number of ECE faculty should be increased",,,Education at WPI
http://www.wpi.edu/Pubs/E-project/Available/E-project-032219-142806/unrestricted/Final_IQP_Report.pdf,E-project-032219-142806,Boys and Girls Club IQP,3/22/2019,IQP,unrestricted,"For our IQP, our team worked to help the Boys and Girls Club of Worcester meet two goals: 1. help students and families learn about digital citizenship and internet safety and 2. help students increase their Microsoft Office program skillsets. To meet the first goal, our team developed a series of skits, a narrated PowerPoint presentation for families, and a website of resources to help students and families learn about this topic. To meet the second goal, we created a series of puzzles that teach students how to use Microsoft Word and Excel. All of these deliverables  were made with sustainability in mind, in the hopes to let the tools be useful to the Boys and Girls Club for a long period of time.",http://www.wpi.edu/Pubs/E-project/Available/E-project-032219-142806/unrestricted/Final_IQP_Report.pdf,,"Worcester, Massachusetts","Lee, Gavin Silang| Rondon, Joshua Ephraim| Pham, Peter Van","Chen, Katherine C.| Elmes, Katherine A.",Boys and Girls Club of Worcester,19-Mar,On-Campus,"Worcester, MA",Science--Study and teaching,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=6316&context=iqp-all,"Elmes, Katie | Chen, Katherine ",CS,Visually pleasing report,https://docs.google.com/document/d/1ZTzwuAC6VsYvPGMJOvAefXxmBgsWxanCTlDk1bgdnK4/edit?usp=sharing,To help students and families learn about digital citizenship and internet safety; to help students increase their Microsoft Office program skill sets,Boys and Girls Club of Worcester,Understanding and awareness of digital citizenship and Microsoft Office programs were improved,Digital citizenship with the Boys & Girls Club,,Education- STEM
http://www.wpi.edu/Pubs/E-project/Available/E-project-030311-203732/unrestricted/BBC_FinalReport_March4.pdf,E-project-030311-203732,Breast Cancer in Thailand: Developing Effective and Accessible Media on Integrative Therapies for Breast Cancer Patients,3/3/2011,IQP,unrestricted,"The goal of this project was to develop effective and accessible media for breast cancer patients about integrative therapies to support the medical treatment of breast cancer. Our team worked with the Bangkok Breast Cancer Support Group and the Queen Sirikit Centre for Breast Cancer to develop a DVD about integrative therapies for distribution to breast cancer patients. Through meeting these objectives, our team acquired skills in developing professional reports and presentations, implementing methods such as interviews and genre analyses, coding and analyzing data, and creating videos. The team also gained cross-cultural experience in project management, communication, and teamwork while collaborating with Thai students at Chulalongkorn University in Bangkok, Thailand.",http://www.wpi.edu/Pubs/E-project/Available/E-project-030311-203732/unrestricted/BBC_FinalReport_March4.pdf,"Bangkok, Thailand Project Center - IQP","Bangkok, Thailand","Kelley, Caitlin| Herrera, Carolina| Ohlson, Carolynn Elisabeth| Wu, Sandy G.","Davis, Paul W.| deWinter, Jennifer",Bangkok Breast Cancer Support Group | Queen Sirikit Centre for Breast Cancer,3/3/2011,"Bangkok, Thailand","Bangkok, Thailand",Medical care| Women--Health,http://www.wpi.edu/Pubs/E-project/Available/E-project-030311-203732/unrestricted/BBC_FinalReport_March4.pdf,"Davis, Paul W.| deWinter, Jennifer",CS,,https://docs.google.com/document/d/1rxG_hbE2zAtUc8ZNh7DxAvKX715xIT1CKTq3lQMz4M8/edit?usp=sharing,To develop media in the form of a DVD that will educate and inform breast cancer patients about integrative therapies,"Bangkok Breast Cancer Support Group, Queen Sikrit Centre for Breast Cancer, breast cancer patients in Thailand","Created a DVD with nine chapters that introduced yoga and meditation with discussion of their benefits, discussed survivor stories and their experiences with integrative therapies, and provided demonstrations for using yoga and meditation
",,,Health- breast cancer
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/99D311I/99D311I.pdf,99D311I,Breast cancer information in the media.,1/1/1999,IQP,Restricted,"This Interactive Qualifying Project (IQP) investigated the processing of breast cancer information by college-aged women. Women students at WPI and Becker College were asked to read two articles, one from a news magazine and one from a science magazine, about the possible connection between use of the birth control pill and breast cancer risk later in life. A questionnaire was then administered to probe their understanding, factual recall, and emotional response to each article. Results showed that while there was not a significantly different response to the two articles, Becker and WPI students varied significantly in their opinions of article readability, their feelings after reading the articles, and the conclusions they drew from the articles.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/99D311I/99D311I.pdf,,"Worcester, Massachusetts","Anderson, Leigh Heather","Demetry, Chrysanthe",,1/1/1999,On-Campus,"Worcester, MA",Women--Health,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/99D311I/99D311I.pdf,"Demetry, Chrysanthe",CS,,https://docs.google.com/document/d/1TBuL2uRyMhbVuwt-HBecq84tudee5Yj3SnDlisMkKPU/edit?usp=sharing,To explore the manner in which young women viewed breast cancer information presented by a magazine and a scientific journal; to determine whether women with different educational background would respond differently to these two types of articles,Female students at WPI and Becker College,"Found that the response to two different sources was due to more than just the affiliated school (e.g. scientific literacy, reading abilities, etc.)",,,Health- breast cancer
http://www.wpi.edu/Pubs/E-project/Available/E-project-041417-113438/unrestricted/Computer_Science_Experience_IQPReport.pdf,E-project-041417-113438,COMPUTER SCIENCE EXPERIENCE AT WPI,4/14/2017,IQP,Unrestricted,"This report addresses issues related to confidence in Computer Science, and how it affects performance and the decision to take Computer Science courses. Our aim with this project was to gather data on this issue broadly, and specifically at WPI, to determine how much confidence affects people and what has been done to mitigate this issue elsewhere. A survey was distributed to WPI students to collect data on how confidence affects Computer Science of WPI. Our report concludes with several solutions that worked at other schools to improve performance and diversity. It was found that confidence in computing ability varied by gender, ethnicity, and major where the minority group or groups in each of those categories had lower confidence in their computing ability.",http://www.wpi.edu/Pubs/E-project/Available/E-project-041417-113438/unrestricted/Computer_Science_Experience_IQPReport.pdf,,"Worcester, Massachusetts","Griffin, Christopher Scott| Tran, Jimmy Ngoc| Yevchak, Steven Charles| Craft, William J.","Wills, Craig E.",,17-Apr,On-Campus,WPI,"Science--Study and teaching | Women in science | Education, higher",https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3914&context=iqp-all,"Wills, Craig E.",CS,"Not specifically focused on women, but does mention results by gender",https://docs.google.com/document/d/1rOZWftrvjGSijIdlDqEYIctqmvqUF6BYZIqHELmTrcw/edit?usp=sharing,"To determine how demographic, experience, and confidence affects computer science students at WPI","Students at WPI- mainly computer science students, but also related majors",Males had more confidence than females overall- especially prior to college,Gender components of CS education at WPI,,Education (at WPI)
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/01D062I.pdf,01D062I,Camp REACH alumni workshop development.,1/1/2001,IQP,Restricted,"Camp REACH is a WPI outreach program that holds workshops during the summer for rising seventh graders. The concern is that they may not get exposure to science and engineering between the Camp REACH project and when they go to college. The purpose of this project is to design a daylong workshop for rising ninth grade alumni to expose them to more science and engineering. We created a day for the girls to be exposed to different aspects of engineering and science through workshops and lab tours. We then conducted and evaluated a test run, and suggested improvements for our workshop.",,,"Worcester, Massachusetts","Kern, Jacqueline Angela| Bronski, Mark Thomas| Galecki, Michael Paul","Nicoletti, Denise W.",,1/1/2001,On-Campus,WPI,"Education, secondary | Engineering--Study and teaching | Women--Education--Science",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/01D062I.pdf,"Nicoletti, Denise W.",CS,,https://docs.google.com/document/d/1E2cKJ_tjo7p-wPAsmymKDgh9woSO3Q77MgBy6AmfaFc/edit?usp=sharing,"To design a day long workshop for the Camp REACH alumni who are rising ninth graders in order to keep their interest in engineering, math, and science between when they participate in Camp REACH and when they start college",Ninth grade females who are Camp REACH alumni; WPI,Developed and tested a series of workshops for WPI Camp REACH alumni- helps retain interest in STEM,,,Education- STEM
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06E039I.pdf,06E039I,Career aspirations and gender identity in coed and single sex high schools,1/1/2006,IQP,Restricted,"The purpose of this study is to assess the impact of gender identity, the high school sex ratio and their interaction on the career aspirations and self images of private parochial high school juniors in the Worcester area. In this four school study, single sex high school student populations are compared to coed student populations which are 66% female and 50% female, respectively. Sex ratio will be linked to career interests and self images within each school and in the study population as a whole. Analyses revealed that gender identity strongly influences ones career aspirations, especially at single sex schools.",,,"Worcester, Massachusetts","Geddes, Jenna Elizabeth| Keenan, John J.| Demers, Michael David","Wilkes, John M.",,1/1/2006,On-Campus,"Worcester, MA","Women in science | Education, secondary",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06E039I.pdf,"Wilkes, John M.",CS,Interesting conclusion- says that masculine females will be the ones paving the way towards gender equity,https://docs.google.com/document/d/1ICsLMUXTX-4Vzhl8dBJYrQhJHzh8FWacoD2-af3Nr3Y/edit?usp=sharing,To determine how gender mix in a school affects the aspirations and self image of the students in roughly comparable private parochial high schools,Worcester parochial school students,Draws the conclusion that masculine-females will pave the way toward gender equity,,,Education
http://www.wpi.edu/Pubs/E-project/Available/E-project-102411-105403/unrestricted/Change_in_Academic_Motivation_at_WPI.pdf,E-project-102411-105403,Change in Academic Motivation at WPI,10/24/2011,IQP,unrestricted,This project analyzed the change in academic motivation for 200 students from WPI based on data obtained from the Wabash National Study of Liberal Arts Education (WNS). This report identified factors which influence a student's change in academic motivation and examined the validity of the Academic Motivation Scale in the WNS. Academic motivation decreased over freshman year in these 200 students. It decreased further in the 17 students who retook the scale in 2011. Male students were more likely to decrease in academic motivation than female students. There was a relationship between the change in academic motivation and student-faculty interactions. Intrinsic motivation in the 200 students had a significantly greater decrease than extrinsic motivation.,http://www.wpi.edu/Pubs/E-project/Available/E-project-102411-105403/unrestricted/Change_in_Academic_Motivation_at_WPI.pdf,,"Worcester, Massachusetts","Lemonds, Charles Robert| Sakhuja, Shubham| Bin Amir, Syed Athar| Shen, Xiao","Heinricher, Arthur C.",,10/24/2011,On-Campus,"Worcester, MA","Women in engineering | Education, higher",http://www.wpi.edu/Pubs/E-project/Available/E-project-102411-105403/unrestricted/Change_in_Academic_Motivation_at_WPI.pdf,"Heinricher, Arthur C.",CS,,https://docs.google.com/document/d/1Hb0nE6hjI-wyUX3QYxk_7pzoLYtX83jyKOFwW-0dL38/edit?usp=sharing,To explore motivation in education and examine its change in first year students at WPI,WPI students and WPI as a whole,"There was a weak relationship between gender and academic motivation, but there was a relationship between how students viewed faculty and their academic motivation",Gender related changes in academic motivation,,Education (at WPI)
http://www.wpi.edu/Pubs/E-project/Available/E-project-041109-104307/unrestricted/DevinandNadiaIQP_REPORT.pdf,E-project-041109-104307,Comparative Aspirations Study on Worcester Secondary Schools,4/11/2009,IQP,Unrestricted,"Career aspirations studies were conducted among 8th and 11th graders in the Worcester schools to determine progress toward gender and ethnic equity.  Medicine, business, and law were considered most likely to achieve gender equity soon.  Technology and political fields will probably remain male dominated for the near future.  Medicine could become female dominated.  Ninth and tenth grade is the critical time when interest, especially female interest, in science and engineering erodes.  Ethnic differences are related to career concerns but not which careers are interesting. Worcester students with technical, arts, health and public service oriented career interests are not concentrating in the high schools with small schools devoted to these fields.",http://www.wpi.edu/Pubs/E-project/Available/E-project-041109-104307/unrestricted/DevinandNadiaIQP_REPORT.pdf,,"Worcester, Massachusetts","Thayer, Devin R.| Zahid, Nadia Seher","Wilkes, John M.",Advisory Council on the Status of Women | Worcester Public Schools,4/11/2009,On-Campus,"Worcester, MA",Women--Social conditions | Women--education--science,http://www.wpi.edu/Pubs/E-project/Available/E-project-041109-104307/unrestricted/DevinandNadiaIQP_REPORT.pdf,"Wilkes, John M.",CS,,https://docs.google.com/document/d/1pzWXMJZMNwQUz3J4xX-y7SUdDit9BViKgnpBzPWMfMk/edit?usp=sharing,To determine if females were as likely to aspire to the same profession as males; to determine if females were considering the same range of possibilities as males; to determine if females were considering promising job prospects at the moment,"Advisory Council on the Status of Women, Worcester high school students",Showed differences in career aspirations in public versus private schools,,,Education
