Title,Center,Date,Sponsor,Advisors,Abstract,URL,PDF
"Increasing Koori Engagement in the Emergency Services Victoria, Australia","Melbourne, Australia",May 2015,Emergency Services Foundation (ESF),"['Ludwig, Reinhold', 'Skorinko, Jeanine LM']","Aboriginal people of Victoria, also known as Koori people, are under-engaged in emergency services agencies in Victoria through communication, public outreach, volunteerism, and employment.  The purpose of this project is to understand the disconnect between Koori communities and emergency services agencies in Victoria by utilising methods such as interviews and meetings with representatives from the Koori community and these agencies. The project will result in recommendations on ways to influence increased engagement of Koori community members in emergency services agencies.",http://digitalcommons.wpi.edu/iqp-all/69,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1068&context=iqp-all
Investigation of Voting Systems for the WPI Faculty,"Melbourne, Australia",April 2013,Emergency Services Foundation (ESF),"['Fisler, Kathryn']","The Committee on Governance tasked the team with examining options for moving the election process for faculty committees to a web-based, electronic system to simplify the counting process. We identified issues important to voting in small community elections, paying special attention to WPI’s specific requirements. Using that knowledge, we created a set of criteria for evaluating a proposed system's suitability for WPI faculty elections. Using the results of these evaluations we provide concrete steps to improve faculty elections.",http://digitalcommons.wpi.edu/iqp-all/1262,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2261&context=iqp-all
XO educational software,"Melbourne, Australia",March 2009,Emergency Services Foundation (ESF),"['Lemone, Karen A.']","This project aims to create an environment in which children's play is utilized to let children teach themselves.  Through this goal, the project will also contribute to One Laptop Per Child's (OLPC) resources.  Research and analysis of the situation at our target site, Nepal, was completed.  After consulting with the OLPC organization, the team determined that developing an open source physics simulation game would be appropriate.  The basis for this game, Squeak's Journey, was then designed and partially implemented.",http://digitalcommons.wpi.edu/iqp-all/2448,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3447&context=iqp-all
Using 3D animation to assist the fundraising for a building's addition to the Worcester Art Museum.,"Melbourne, Australia",January 1999,Emergency Services Foundation (ESF),"['Salazar, Guillermo F.']","The Worcester Art Museum (WAM) is raising funds for the construction of a new addition to its building. This project reviews the need for the new addition and explores the use of 3D animation as a tool that may help WAM in raising the funds for its construction. Also, this project examines the museum's past fundraising drives and analyzes the influence of using Virtual Reality on different applications. It proposes the use of Virtual Reality to improve the functionality of the WAM's fundraising. Three-dimensional (3D) drawings and a prototype 3D fly-through animation of the animation were created, presented and given to the WAM.",http://digitalcommons.wpi.edu/iqp-all/4396,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=5395&context=iqp-all
Soil-less Agriculture at the Wat Pathumwanaram School: Expansion through an Aeroponic Garden and Educational Material,"Bangkok, Thailand",March 2011,Wat Pathumwanaram School,"['Davis, Paul W.', 'deWinter, Jennifer']","Working in a multinational team with students from a Thai university, we created an aeroponic garden for the Wat Pathumwanaram School's soil-less agriculture program. Further, we created educational material to teach the practices of soil-less agriculture. These two objectives help the school demonstrate the role of soil-less agriculture as a sustainable technology. To develop the aeroponic garden we used engineering design, guiding us to a feasible solution to meet the needs of the school. In developing the curricular materials, we defined goals and outcomes that were matched to practices already used. This ensured that the changes could be seamlessly integrated into daily practice. Overall, we were able to help demonstrate the potential that technology has to meet the needs of a society.",http://digitalcommons.wpi.edu/iqp-all/3362,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4361&context=iqp-all
Type II diabetes in the British Virgin Islands,"Bangkok, Thailand",January 2003,Wat Pathumwanaram School,"['Gibson, Daniel Gilbert']","In this IQP we studied and enhanced education efforts on Type II in the British Virgin Islands, and investigated the feasibility of a Tortola Project Center. We established contacts, codified visitation procedures for future groups, produced informational pamphlets for health fairs, and developed D.A.R.E-based diabetes curricula for K-12. We concluded that education could ameliorate Tortola's type II diabetes problems, and that Tortola would provide abundant project possibilities and a hospitable environment for an IGSD Project Center.",http://digitalcommons.wpi.edu/iqp-all/3639,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4638&context=iqp-all
The impact of Title 5 on Lake Quinsigamond.,"Bangkok, Thailand",January 2003,Wat Pathumwanaram School,"['Savilonis, Brian J.']","By understanding lake characteristics and subsurface sewage disposal systems it was determined that a regulation system was needed to protect the environment and the health of the population. The rules and regulations of Title 5 were viewed and the effectiveness was found by comparing the amounts of phosphorus and nitrogen that enter the lake with and without the regulations of Title 5. This allows for determination that without Title 5, Lake Quinsigamond would eutrophy at a higher rate.",http://digitalcommons.wpi.edu/iqp-all/3491,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4490&context=iqp-all
Cultural influences on international software teams.,"Bangkok, Thailand",January 2000,Wat Pathumwanaram School,"['Becker, Lee A.']","Scarcity of programmers and the resulting high labor costs is bringing people of different race, ethnicity and culture together. This project was concerned with multi-cultural software development teams and the benefits of cultural awareness training. We hypothesized that cultural awareness training of the software team's various cultures would increase production. We performed experiments which supported our hypothesis. We have concluded with a 97.5 percent confidence level that such training does increase production within multi-cultural teams.",http://digitalcommons.wpi.edu/iqp-all/3831,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4830&context=iqp-all
What Makes Dog Owners Unique? Part 2,"Bangkok, Thailand",February 2019,New Zealand Department of Conservation,"['Clark, Constance', 'Rosenstock, Joshua']","The New Zealand Department of Conservation seeks to lessen the threat of domestic dogs to endangered coastal wildlife through awareness and intervention. Through behavioral observation, surveys, a Pet Expo, and a social media campaign, we hoped to offer the Department of Conservation new and effective methods of intervention. Through group specific social media posts, we sought to create a more educated culture of dog owners that protect the threatened species while exercising their dogs in shared environments.",http://digitalcommons.wpi.edu/iqp-all/5341,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=6340&context=iqp-all
Sustainable construction mini-guides.,"Bangkok, Thailand",January 2003,New Zealand Department of Conservation,"['Brown, Donald R.', 'Demetry, James S.']","This project involved the development of a series of mini-guides on sustainable construction topics including solar energy, water conservation, and life-cycle cost analysis. The London Borough of Merton wishes to provide such guidance to building professionals to encourage and enable green design in their design and construction practices. This assistance would help those involved in the construction profession to comply with the newly enacted Policy ST.1a: Sustainable Development in the Unitary Development Plan. The mini-guides were subjected to a multi-level, interactive process of review, feedback and revisions. The final mini-guides were presented to the Merton Council and represent the start to the Council's now expanding series of sustainable construction guidance materials.",http://digitalcommons.wpi.edu/iqp-all/4666,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=5665&context=iqp-all
"Sustainable Mitigation Techniques for Coffee Leaf Rust in Loma Linda, Guatemala","Bangkok, Thailand",June 2014,Seven Hills,"['Bakermans, Marja', 'Pfeifer, Geoffrey']","Our project focused on helping Loma Linda, Guatemala, a community that emphasizes sustainable development and generates most of their income through a coffee cooperative. However, a recent coffee leaf rust epidemic blighted a majority of their coffee plants. The goal of this project was to develop a sustainable decision making tool to help farmers select an appropriate solution(s) to coffee leaf rust and prevent future outbreaks. We constructed a guide for evaluation of mitigation techniques in order to take sustainable action.",http://digitalcommons.wpi.edu/iqp-all/898,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1897&context=iqp-all
Sustainable Design Solutions for Batipa Field Institute,"Panama City, Panama",October 2017,Universidad Tecnológica Oteima,"['Chiarelli, James A.', 'McCauley, Stephen M.']","The Batipa Field Institute has a vision to grow into a research station that thrives in the scientific community and in ecotourism. The goal of this project was to propose designs for sustainable energy and resource utilization for implementation at the institute. The final designs included installing a photovoltaic system and internet connectivity, utilizing excess teak wood, and developing a concept for a rainwater harvesting and photovoltaic support structure. This was accomplished through an iterative stakeholder oriented design process where communication allowed for the narrowing of research to achieve detailed final recommendations.",http://digitalcommons.wpi.edu/iqp-all/1211,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2210&context=iqp-all
Energy Resources Analysis,"Panama City, Panama",March 2017,Universidad Tecnológica Oteima,"['Humi, Mayer']","This research examines various aspects of energy sources, including analyzing fossil fuel and renewable energies, their environmental impacts, and their future potentials. It also looks into future renewable technologies and the need for them based on population and global energy consumption. Lastly, a few ideas for how to provide clean, renewable energies in the future are investigated. This report is a summary of renewable energies importance, and why humanity should put more resources into developing a sustainable future.",http://digitalcommons.wpi.edu/iqp-all/3068,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4067&context=iqp-all
"Gutsy Gardens: Implementing Soil Education Programs via Community Gardens in Worcester, MA",Worcester Community Project Center,December 2017,Universidad Tecnológica Oteima,"['Servatius, Brigitte', 'Williams, Nicholas Enyart']","Community gardeners in Worcester, MA have limited access to soil education. Through interviews and surveys, we identified a lack of soil education materials in Worcester community development corporations. Based on the recommendations of these organizations, we created a pamphlet and flyer to better educate gardeners of Worcester. We designed these materials to be visually appealing and easy to comprehend. We gave these educational materials to the Regional Environmental Council, where they were distributed to local Worcester community gardeners.",http://digitalcommons.wpi.edu/iqp-all/277,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1276&context=iqp-all
Making Mirabib Marketable: Designing an Environmentally Sustainable Campsite in Namibia’s Namib-Naukluft Park,Namibia,May 2015,Gobabeb Research & Training Centre,"['Ault, Holly Keyes', 'Robertson, Thomas B.']","In Namibia’s Namib-Naukluft Park lies a remote granite inselberg, Mirabib, which provides shelter for seven isolated campsites. Mirabib’s remoteness makes managing the campsites difficult, while the combination of visitor activity and basic amenities leads to environmental damage. The goal of this project was to promote environmentally sustainable tourism at the Mirabib Campsites. From on-site observations, interviews with stakeholders, and studies of campsite best practices, we found that marketable campsites with well managed infrastructure improve visitor experience while decreasing environmental damage. Therefore, we recommended infrastructure designs, management plans, and marketing strategies to increase environmentally sustainable tourism at the Mirabib Campsites.",http://digitalcommons.wpi.edu/iqp-all/568,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1567&context=iqp-all
An Analysis of New England Food Hubs,Namibia,April 2013,National Center for Appropriate Technology,"['Hersh, Robert', 'LePage, Suzanne']","Food Hub organizations have great potential to increase sales for local farmers, increase food access in underserved areas, and improve the sustainability of the food system.  Our team researched food hubs, food access issues, and the current food system to gain insight into the viability of a food hub performing these functions in Worcester. In order to help answer these questions our team carefully studied the relationships food hubs have within a food system. Our team generated a list of key questions that need to be addressed when considering starting a food hub.",http://digitalcommons.wpi.edu/iqp-all/428,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1427&context=iqp-all
Car Sharing: A Feasibility Study in Hong Kong,"Hong Kong, China",March 2016,Friends of the Earth,"['McWeeny, Jennifer', 'Peet, R. Creighton']","In an effort to reduce traffic congestion and air pollution caused by private vehicles, this project, in collaboration with Friends of the Earth Hong Kong, aimed to determine the feasibility of expanding car sharing in Hong Kong. We used a transportation survey of car owners and non-owners, archival traffic pattern research, and an environmental and societal impact analysis to identify recommendations regarding transportation policies that could increase the use of car sharing in Hong Kong.",http://digitalcommons.wpi.edu/iqp-all/542,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1541&context=iqp-all
The Santa Ana Pond Park Redevelopment Design,"Sante Fe, New Mexico",May 2015,Pueblo of Santa Ana,"['Barton, Scott D', 'Carrera, Fabio']","The goal of this project was to assist the Pueblo of Santa Ana, Department of Natural Resources in developing a park design for the Santa Ana Pond. We designed multiple park designs in order to present to members of the Pueblo in order to obtain feedback. The designs were then altered to cater to community feedback in order to create a final design incorporating all of the feedback received. We provided an estimated material cost to implement the final park design created. Finally, we provided recommendations that would best suit the Santa Ana Pueblo in moving forward in the park design process.",http://digitalcommons.wpi.edu/iqp-all/1478,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2477&context=iqp-all
Implementation of High School Water Science Fairs in Albania,Albania,December 2014,WSSA     Water Supply and Sewerage Association of,"['Christopher, Peter R.']","Despite the abundance of water within Albania’s borders, the country faces challenges associated with water management and distribution. The goal of this project was to spark students’ interest in pursuing careers to resolve these issues. Working with the Water Supply and Sewerage Association of Albania and high schools in five major cities, our team established a national science fair focusing on water. The science fair program was received with enthusiasm, and the students started to work eagerly on their projects. Plans are for the science fair to expand and involve more schools, providing greater awareness of water issues for the students and the Albanian community as a whole.",http://digitalcommons.wpi.edu/iqp-all/319,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1318&context=iqp-all
Digitizing Thoreau,Albania,May 2009,WSSA     Water Supply and Sewerage Association of,"['Mott, Wesley T.']","The media at the Henley Library of the Thoreau Institute at Walden Woods is deteriorating over time as well as being replaced by newer technologies. Preservation techniques are provided to help improve the longevity of the original media and guides are provided to update this media to a digital format. In doing this, media pertinent to Thoreau and his admirers will not be lost to time and technology.",http://digitalcommons.wpi.edu/iqp-all/1692,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2691&context=iqp-all
E-Grounds 2006,"Worcester, MA",May 2006,WPI Plant Services,"['Carrera, Fabio', 'Salazar, Guillermo F.']","The ideal goal of this project is to help the plant services team at WPI create an effective way to maintain and preserve the campus's planting beds by developing a computerized way to perform all of these services. The idea is to gather this information and plot out each bed revealing the plants, its properties, the costs for creating and maintaining it, and with the total value and priority of the bed.",http://digitalcommons.wpi.edu/iqp-all/1619,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2618&context=iqp-all
Facilitating Social Interaction between Visually Impaired and Sighted Children through Toys and Games,"Copenhagen, Denmark",May 2006,Videncenter for Synshandicap,"['Smith, Ruth L.']","This project examines different approaches to designing toys and games which promote social interaction between blind and sighted children. Onsite research includes literature reviews, classroom observations, a parent workshop and interviews in Copenhagen, Denmark, in collaboration with the Videncenter for Synshandicap. We conclude that the play environment is equally as important as toys and games, and that the best approach is one in which play resources are developed specifically for blind children, using techniques such as audio and tactile adaptations.",http://digitalcommons.wpi.edu/iqp-all/2568,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3567&context=iqp-all
Hydrogen generation for use in fuel cells -- wind or natural gas?,"Copenhagen, Denmark",January 2004,Videncenter for Synshandicap,"['Savilonis, Brian J.']","This IQP covers the use of hydrogen as a fuel for the transportation infrastructure of the future. Specifically, it focuses on sources of energy for the generation of hydrogen. Ultimately, the conclusion is drawn that wind is superior to natural gas for this purpose. This conclusion is based on financial, environmental, and safety criteria. Much of the paper is devoted to the specifics of how eIectrical energy is generated from wind and how to optimally construct an electrical generation facility for the production of hydrogen.",http://digitalcommons.wpi.edu/iqp-all/4456,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=5455&context=iqp-all
Sustainability of farming systems in northeast Thailand.,"Copenhagen, Denmark",January 1999,IBSRAM,"['Lemone, Karen A.', 'Vaz, Richard F.']","In conjunction with the International Board of Soil Research and Management and the Ubon Rice Research Center, our project explores the farming systems of northeast Thailand. The team conducted a number of farmer interviews to collect economic and agricultural information relating to farming practices and farm life. A nutrient balance assessment and socioeconomic profile were configured for each farm. The results of this project were presented to IBSRAM, the URRC, and the Thai Department of Agricultural Extensions.",http://digitalcommons.wpi.edu/iqp-all/3620,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4619&context=iqp-all
Developing a bank-wide energy conservation program.,"Copenhagen, Denmark",January 2002,IBSRAM,"['Trimbur, John', 'Vaz, Richard F.']","This report presents the research, methods, analysis, and results of the creation of an energy conservation program for FirstBank of Puerto Rico. Options and ideas from different departments of the bank were incorporated into the final recommendations for a truly bank-wide energy conservation program. With the implementation of this program, FirstBank can save an estimated $103,000 to $301,000 annually, while furthering its image as Puerto Rico's ""green"" bank through energy conservation.",http://digitalcommons.wpi.edu/iqp-all/4928,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=5927&context=iqp-all
Attracting and retaining women in ECE.,"Copenhagen, Denmark",January 2000,IBSRAM,"['Nicoletti, Denise W.']","WPI's Electrical and Computer Engineering program has traditionally maintained a low percentage of female undergraduates. Factors responsible for this underrepresentation are isolation consequent to male dominance, limited portrayal of ECE rewards, low self-confidence and failure to establish ECE interest among women. Featured in this project are research, methods, results and final recommendations. Realistic solutions are based on closing analysis; they include increasing ECE awareness, modifying academic advisor assignment procedure, using tour guides to effectively promote ECE, and increasing female faculty.",http://digitalcommons.wpi.edu/iqp-all/5115,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=6114&context=iqp-all
Recreational and Educational Activities of Las Perdices in the Rio Abajo Forest,"San Juan, Puerto Rico",May 2005,Department of Natural and Environmental Resources,"['Jiusto, J. Scott', 'Mathews, Lauren M']","This report, prepared for the DNER, evaluates Las Perdices Wetland of RÃ­o Abajo for the implementation of recreational and educational activities. The karst landscape, soil, wildlife, and endangered species were especially considered to ensure they continue to thrive. Through extensive field data collection, interviews with experts from the DNER and USFWS, and unlimited guidance from the DNER liaisons, the WPI group recommends the development of an interpretive trail system, with informational signs, observation deck, updated Visitor Center and virtual tour.",http://digitalcommons.wpi.edu/iqp-all/3034,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4033&context=iqp-all
Redevelopment and historic preservation in South Boston.,"San Juan, Puerto Rico",January 2002,Department of Natural and Environmental Resources,"['Carrera, Fabio', 'Crusberg, Ted C.']",This project involved the development of a property information database and Geographic Information System (GIS) map layers for the Boston Landmarks Commission and the Boston Redevelopment Authority. The project group surveyed industrial sites in South Boston and subsequently created a database that allows the city to preserve historic sites while facilitating development of underutilized areas. The data collection methodology developed can be used to expand the database to include the entire City of Boston in the future.,http://digitalcommons.wpi.edu/iqp-all/4665,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=5664&context=iqp-all
Current and Innovative Strategies in Energy Efficiency: A Case Study of Astrakhan State University,Russia,October 2016,Astrakhan State University,"['Balistrieri, Thomas J.', 'Pavlov, Oleg V']","The purpose of this Interactive Qualifying Project was to conduct an energy audit on three buildings at Astrakhan State University in Russia and propose recommendations regarding ways in which electrical energy efficiency could be improved. After researching multiple energy-saving technologies, we recommend that Astrakhan State University install more efficient light bulbs and motion sensors. We also recommend Astrakhan State University implement piezoelectric flooring to become a leader in energy sustainability among universities in Russia.",http://digitalcommons.wpi.edu/iqp-all/1896,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2895&context=iqp-all
Feasibility of a Map of Wellington’s Innovation Ecosystem,New Zealand,February 2013,"Adrian Gregory, Grow Wellington","['Elmes, Michael B.', 'Shockey, Ingrid K.']","Innovation in Wellington is not strong as it could be, especially in terms of collaboration. Our goal was to evaluate the feasibility of a visual representation portraying the innovation ecosystem in the Wellington Region. We developed a map depicting the interrelationships between biotechnology companies, tertiary organizations, and other innovation centers in the area. With feedback on our piloted map, we learned that there are concerns about upkeep of data, the audience it would be most useful for, and the software used. From our data, we recommended that Grow Wellington use alternate software to accommodate the specific needs of this map, develop a way to keep the map up to date, and narrow the focus towards those who could benefit directly from it.",http://digitalcommons.wpi.edu/iqp-all/685,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1684&context=iqp-all
A New Train of Thought: Addressing TransNamib's Internal Communication Challenges,Namibia,May 2018,TransNamib Holding Company,"['Sakulich, Aaron R.', 'Smith, Alexander D.']","Our goal was to develop an action plan to improve internal communication at TransNamib to increase adaptability, effectiveness, and profitability. Our objectives were to characterize company culture, communication practices, and the associated impacts and context. We learned through interviews, observations, and informal questioning that TransNamibs culture is defined by its steep hierarchy, departmental divisions, and low morale. We found areas for improvement in vertical and interdepartmental communication. We recommended a database, a newsletter, increased managerial interaction, and revised interdepartmental collaboration.",http://digitalcommons.wpi.edu/iqp-all/865,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1864&context=iqp-all
"Introducing Participatory Planning in Stajka, Albania",Albania,December 2017,GO2,"['Dodson, Leslie Lynn', 'Hersh, Robert']","In post-communist Albania, municipalities are trying to encourage public involvement in land use planning but have limited experience in this field. Our project designed and implemented a participatory planning process to encourage residents of Stajka, a village in northern Albania, to develop ideas to revitalize a park in the center of the village. By building relationships with community members, and putting on events to animate the park, we helped catalyze community interest in redesigning the park.",http://digitalcommons.wpi.edu/iqp-all/585,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1584&context=iqp-all
Creating an Educational App for Environmental Sustainability,"Melbourne, Australia",May 2015,CERES,"['Ludwig, Reinhold', 'Skorinko, Jeanine LM']","The Centre for Education and Research in Environmental Strategies (CERES) provides education on sustaining limited resources such as food, water, and energy. We created The Chook, an interpretive mobile app, to enhance communication between CERES and its visitors by providing supplementary, educational information on CERES park features and environmental sustainability practices. By interviewing CERES experts, researching sustainable technologies, surveying visitors, and gathering user feedback, we generated and populated The Chook’s content with the text, images, and audio files.",http://digitalcommons.wpi.edu/iqp-all/1235,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2234&context=iqp-all
Science Education for the Future,"Melbourne, Australia",April 2010,CSIRO,"['Christopher, Peter R.', 'Mathews, Lauren M']","The Commonwealth Scientific and Industrial Research Organisation (CSIRO) of Australia conducts science-based workshops for K-12 students.  The CSIRO seeks a method to assess the impact of these workshops on student interest and attitude toward science. This project developed and administered a set of assessments to gauge the programs' effects on student interest and attitude. The project team collected data through the use of surveys, interviews, and observations providing the CSIRO with recommendations for program improvements and tools for ongoing assessment.",http://digitalcommons.wpi.edu/iqp-all/1264,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2263&context=iqp-all
Little Indian Lake: Diagnostic Study,"Melbourne, Australia",March 2010,Indian Lake Watershed Association,"['Kasouf, Chickery J.']","Little Indian Lake is a subsidiary man-made resource that serves the community of Worcester, Massachusetts. Unfortunately, the construction of a state high way has impeded water flow from this lake and the large adjoining water body. In turn, this has caused algal blooms to occur and has raised safety concerns in regards to organic nutrient levels. This project characterized the existing conditions, wildlife, and the bordering watersheds that have impacted the lake's condition and recommendations for the Indian Lake Watershed Association were provided for future management. The results collected will be utilized for grant funding for the association with the objective to restore the aesthetic beauty and recreational potential of Little Indian Lake.",http://digitalcommons.wpi.edu/iqp-all/724,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1723&context=iqp-all
A Consumer Perspective on YourEnergyOptions.com,"Worcester, MA",February 2008,"YourEnergyOptions, Inc.","['Hersh, Robert']","Lance McKee, of YourEnergyOptions would like to use his website to increase the adoption of renewable energy technology. The goal of YourEnergyOptions is to connect customers and providers in local communities so that they may help each other with information on installing renewable energy technology. Through interviews and a web survey, we determined that, from the perspective of potential users, YourEnergyOptions will need more information, users, and an easier to user interface in order to attract consumers when it launches.",http://digitalcommons.wpi.edu/iqp-all/713,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1712&context=iqp-all
"Teaching Experience at Doherty Memorial High School in Worcester, Massachusetts","Worcester, MA",January 2012,Doherty Memorial High School,"['Goulet, John A.']","For my IQP, I student taught at Doherty Memorial High School in Worcester, Massachusetts. I taught a lower level Algebra I class and two Honors Algebra II classes. At Doherty High there were many behavior problems, especially in my Algebra I class. This taught me classroom management. Doherty High School has a higher dropout rate and lower scores on the Massachusetts Comprehensive Assessment System or MCAS than other schools in Massachusetts. My teaching not only focused on algebra but also was shaped by the topics on the MCAS exam. Throughout my teaching experience I demonstrated competence in the Five Professional Standards. My students taught me patience and that everyone is capable of learning.",http://digitalcommons.wpi.edu/iqp-all/438,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1437&context=iqp-all
Effects of Hong Kong International Airport: An Evaluation of the Perceived Impacts in Tung Chung,"Hong Kong, China",March 2012,Hong Kong Institute of Education,"['Demetry, Chrysanthe', 'Vaz, Richard Francis']","A third runway expansion is being considered at Hong Kong International Airport (HKIA). While some public consultation has taken place, no studies have focused on Tung Chung, the community closest to HKIA. The goal of this study was to explore whether socioeconomic factors of Tung Chung residents affected their perceptions of impacts associated with HKIA and its proposed expansion. We administered a survey to 200 residents of Tung Chung to measure their perceptions of health, environmental, and social impacts from the airport and their opinions about the possible expansion and its effects. Many survey respondents support the third runway despite expectations of negative impacts on air and noise pollution and their personal health.",http://digitalcommons.wpi.edu/iqp-all/61,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1060&context=iqp-all
Urban Tree Mapping,Worcester Community Project Center,March 2010,"Worcester Tree Initiative, Department of Conservat","['Konrad, Renata', 'Krueger, Robert']","The Asian longhorn beetle eradication program required a replicable and systematic approach to collecting data and managing Worcester's urban forest. We developed software linkages to allow multiple organizations to collaborate and record each replanted tree in a centralized database. To prove the feasibility of our approach, we collected data for approximately 525 trees and populated a flexible web-based database application that we designed. Organizations with unique data requirements can synthesize tree records and establish a single tree inventory.",http://digitalcommons.wpi.edu/iqp-all/1192,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2191&context=iqp-all
Redesigning PwC Russia's Careers Website,Russia,November 2015,PwC,"['Pavlov, Oleg V', 'Peet, R. Creighton']","The purpose of this project was to improve the effectiveness of the careers website for our sponsor, PwC Russia. Using focus groups and interviews with the target population and website design principles we created a demonstration of a new website and developed a set of recommendations for PwC to follow to improve the aesthetics, usability, and ultimately the effectiveness of their careers website in order for them to recruit higher quality applicants to fill their job vacancies.",http://digitalcommons.wpi.edu/iqp-all/2008,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3007&context=iqp-all
Venice Bells and Bell Towers: A Striking Source of Knowledge,"Venice, Italy",December 2012,UNESCO,"['Carrera, Fabio', 'Zeugner, John F.']","The project compiled all previous information collected by the Venice Project Center on the bells and bell towers of Venice, Italy. The project team visited previously inaccessible bell towers and improved video and sound recordings of the bells. The project proposed templates and specific pages linked to the city's bells and bell towers for the online encyclopedia, Venipedia.org. The project contributed information to the UNESCO Venice Public Art mobile application, a demo of which can be found at www.preservenice.org. A website was created to show the ringing times of the bell towers on a Google Maps image, as well as to provide a tool to allow users to play the sounds of the bells. This site is available at bells.veniceprojectcenter.org.",http://digitalcommons.wpi.edu/iqp-all/1834,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2833&context=iqp-all
Pursuing Film Studies and Production at WPI,"Venice, Italy",January 2018,UNESCO,"['Rosenstock, Joshua']","The goal of this project is to evaluate the current extent of film education offered at WPI, determine whether or not there is potential for expanding upon those offerings, and make recommendations on how to do so based on pedagogical standards of film education within the greater Massachusetts area and the nation at large. Primarily research driven, this project investigates other universities, various leading sources in film education, and the WPI student and faculty base to justify the expansion of film at WPI and create a plan for doing so which takes into consideration the needs, wants, and desires of the WPI community.",http://digitalcommons.wpi.edu/iqp-all/1444,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2443&context=iqp-all
Improving Water Quality in the Villages of Himachal Pradesh: Revising Monitoring and Treatment Techniques,India,May 2017,IIT Mandi,"['Carrera, Fabio', 'Nikitina, Svetlana']","The goal of our project was to assess the quality, monitoring, and treatment methods of drinking water in rural villages of Himachal Pradesh. To realize this goal we assessed local perceptions of water, investigated the relationship between water quality and public health, and measured the level of contamination. We found high bacteriological contamination in untreated natural water sources. The project resulted in recommendations to improve the current water quality testing program and to promote public awareness regarding drinking water quality.",http://digitalcommons.wpi.edu/iqp-all/1378,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2377&context=iqp-all
An Assessment of DPW Operations and Organization,"Nantucket, Massachusetts",December 2015,Nantucket Town Manager's Office,"['Golding, Dominic', 'Ludwig, Reinhold']","The Nantucket Department of Public Works (DPW) has undergone substantial change in the past decade and faces increasing demands. Our goal was to evaluate how well the current structure and functions of the DPW meet the needs of the island. We created a departmental profile, analyzed employee and stakeholder perceptions, and benchmarked the department against similar departments in other communities. We concluded the DPW needs reorganization and additional funding and staffing to better meet the demands of the island. We recommend that the DPW invests in additional staffing, technology, and equipment, provide incentives for training, develop programs to improve its image, and enhance all record keeping.",http://digitalcommons.wpi.edu/iqp-all/1718,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2717&context=iqp-all
